customerId,purchaseDate,categorySet,itemIdSet,itemNameSet,season,seasonLabel,isHoliday,isFestival,timeSlot,timeSlotLabel,monthPartLabel,weekOfMonth,embedded_cat,basket_category_embedding
23402,01-01-25,"{Pantry-Rice, Veg-Cooking, Fish-Fresh, Meat-Fresh}","{952, 14975, 13921, 15262, 976}","{Chashi Aroma.Chinigura Rice-2kg, Capsicum Yellow(kg), Rui Fish-M-(MNK), Cow Brain-K, Lata Rice-KG}",Winter,1,0,0,Night,5,1,1,"[55.62379, -184.413039, 278.564295, -131.886077, 33.209043, -152.31064, 13.90528, 54.076275]","[33.196282, -0.958338, -0.93165, 1.194495, -0.142556, -0.146179, -0.16805, 0.553587]"
23483,01-01-25,"{Personal-Care-Hair, Pantry-Rice, Fish-Fresh, Personal-Care-Cosmetics, Pickle}","{4259, 976, 13922, 886, 1189}","{Sunsilk G.Tea & W.Lilly F Shampoo-375ml, Lata Rice-KG, Rui Fish (S1)-(MNK), Radhuni Chilli Powder -200gm, Prince Mango Pickle(400gm)}",Winter,1,0,0,Night,5,1,1,"[172.642615, 77.62434, 133.823123, -94.736539, 49.482439, -56.925045, 16.438683, 3.616645]","[28.891074, -0.66804, 0.72301, 0.595933, -0.350514, 0.52424, -0.380936, 0.599515]"
23560,01-01-25,"{Pantry-DryFood, Pantry-Sweeteners, Snacks-General, Beverage-Juice, Spices-Cooking}","{31328, 4958, 15180, 13620, 42961, 453, 878}","{Prince Lacha Samai-200g(Pkt), Teer Sugar-1Kg, Akher Sugar -1kg, AG Vegetable Spring Roll-400g, Dolphin Nata de Coco Drink (All)-270gm, Saad Testy Bit Salt-100gm, Radhuni Spices (Corinder)-100gm}",Winter,1,0,0,Night,5,1,1,"[140.910896, -115.91031, 47.482564, -91.87026, 62.419119, 33.157539, -15.274652, -62.093892]","[29.892705, -0.301136, -0.363002, -0.896007, -0.414953, 0.486486, -0.732356, -0.429417]"
23548,02-01-25,"{Meat-Processed, Chocolates-Sweets, Personal-Care-Bath, Pickle, Pantry-DryFood, Dairy-Milk, Beverage-Hot}","{13647, 1201, 25571, 1192, 31328, 3182, 6812}","{Chicken Spring Roll - 250gm, Fruits Skittles Cho -45g, Lifebuoy Liquid Total Hand Wash-170ml, Prince Olive Pickle(400gm), Prince Lacha Samai-200g(Pkt), Starship Chocolate Milk-200ml, Horlicks Classic Malt-250gm Jar}",Winter,1,0,0,Morning,1,1,1,"[228.935612, -59.415715, -42.615488, 30.373761, 40.85647, -8.158494, -21.233486, 22.57557]","[27.014291, 0.314505, 0.145241, 0.016488, 0.156721, -0.001069, 0.315194, -0.491321]"
23575,02-01-25,"{Pantry-Sweeteners, Fruits-Fresh, Pantry-Flour, Protein-Egg}","{4958, 14844, 30626, 13352}","{Teer Sugar-1Kg, Banana Green Small-kg, Bashundhara Maida-2kg, Queens Egg Bread- 125g}",Winter,1,0,0,Morning,1,1,1,"[285.258613, 22.072085, -17.542782, 6.157666, 1.255179, -50.937841, 19.208841, -24.341802]","[26.336412, 0.168633, 0.203241, -0.007801, 0.090904, -0.050016, -0.283477, 0.135253]"
23456,02-01-25,"{Dairy-Milk, Beverage-Hot, Household-Cleaning}","{3182, 6815, 2364}","{Starship Chocolate Milk-200ml, Horlicks - 500gm Jar, Rok Tiles & Bathroom- 1000ml}",Winter,1,0,0,Afternoon,3,1,1,"[244.234419, -189.285337, -85.761822, 7.554681, -24.117317, -75.126472, 43.473999, 19.295881]","[28.440577, 0.085862, 0.32172, 0.075172, -0.185962, 0.095456, 0.869875, -0.160246]"
23524,02-01-25,"{Pantry-Flour, Veg-Cooking, Fish-Fresh, Personal-Care-Sanitary, Personal-Care-Bath}","{30627, 14969, 13922, 30745, 32467}","{Bashundhara Atta-2kg, Carrot (Deshi) kg, Rui Fish (S1)-(MNK), Senora Confidence-16Pads, Lifebuoy Hand Wash-200ml}",Winter,1,0,0,Afternoon,3,1,1,"[223.418684, -90.638561, 50.235689, -15.347721, -17.27477, -167.284117, -65.874023, 14.203501]","[29.157253, 0.279516, -0.142145, 0.029339, -0.76096, -0.216964, -0.446021, 0.02641]"
23441,02-01-25,"{Meat-Fresh, Personal-Care-Cosmetics, Pantry-Rice, Beverage-Hot}","{15262, 16232, 2030, 6812}","{Cow Brain-K, Polar Ice Cream Chocolate-1Ltr(Tub), Pran Aromatic Rice-2kg, Horlicks Classic Malt-250gm Jar}",Winter,1,0,0,Afternoon,3,1,1,"[115.713447, -39.55607, 100.137722, -218.857444, 36.722237, -50.834106, 85.624239, 10.571634]","[31.149802, -1.410349, -0.637093, 1.121799, 0.281198, 0.051308, 0.033332, 0.605008]"
23581,02-01-25,"{Chocolates-Sweets, Instant-Food, Bakery-Bread, Snacks-General, Beverage-Juice, Beverage-Carbonated}","{1217, 26766, 43017, 4965, 42961, 22237, 26607}","{Chupa Chups lolipop, Mr.Noodles Easy Masala-8pcs, Doughtnut Sugar Bread-200gm, Poppers Corn-Coco Chips-25gm, Dolphin Nata de Coco Drink (All)-270gm, Coca Cola-600ml(Pet), Doodles Stick Noodles-300gm}",Winter,1,0,0,Evening,4,1,1,"[213.643586, -182.771724, 13.687012, -50.753589, -43.079414, 122.635318, -48.719064, -56.737592]","[29.966148, -0.083358, -0.1917, -0.158239, 0.057, -0.190756, -0.482937, -0.043196]"
23494,02-01-25,"{Chocolates-Sweets, Household-AirCare, Snacks-General, Clothing-Casual, Bakery-Bread, Meat-Fresh, Household-Laundry, Spices-Cooking}","{1709, 28573, 7510, 32223, 16240, 13989, 133, 12834}","{Ginnou Wrapper Chocolate Box -44gm, Lattafa Air Freshener-300ml (Pure Oudi), Bisk Club Potata Biscuit- 100g, Anita Ind ONN Vest- NF 221(4/23), Polar Cake - 1Ltr, Beef Without Bone Special, Rin Advanced-500gm, Prince Betel Spice 100gm}",Winter,1,0,0,Evening,4,1,1,"[170.397169, -111.973775, 22.341763, -82.020049, 60.135364, 24.037463, 20.951925, -23.525169]","[29.060035, -0.105746, -1.148636, -0.21154, 0.445562, 0.446666, -0.110574, -0.497742]"
23466,02-01-25,"{Pantry-Pulses, Beverage-Hot, Household-Kitchen, Personal-Care-Hair}","{489, 26888, 10415, 4265}","{Chola Pulse-1kg, Nescafe Classic Jar-50g, Chaad Dish Washing Liq Lemon -500ml, Treseme C. Smooth Shampoo -340ml}",Winter,1,0,0,Evening,4,1,1,"[256.464489, -43.168016, -73.037325, 16.364523, 19.068431, -72.950663, 32.29376, 3.887763]","[27.419741, 0.305937, 0.218545, 0.029329, 0.289924, 0.131742, 0.100548, 0.196094]"
23433,02-01-25,"{Meat-Fresh, Beverage-Carbonated, Dry-Fruits, Spices-Cooking, Desserts-Traditional, Instant-Food, Personal-Care-Sanitary}","{14978, 22260, 22258, 12963, 3612, 15262, 864, 26766, 30743}","{Chicken (B-Skin Less), Pepsi (Diet) 600ml, Pepsi 600ml, White Kazu Badam-50g, Italiano Sweet Chilli Sauce-340g, Cow Brain-K, Pran Haleem Mix(200g), Mr.Noodles Easy Masala-8pcs, Senora S.Nap Eco(Belt)-15s Pad}",Winter,1,0,0,Night,5,1,1,"[166.735749, -26.570954, 99.148382, -79.245498, -2.102563, 19.721883, -62.090275, 18.445203]","[28.7843, -0.033841, -0.564466, -0.441613, 0.419939, 0.136695, 0.16466, 0.144617]"
23571,02-01-25,"{Meat-Fresh, Pantry-Oils, Spices-Cooking, Pantry-Pulses}","{13802, 2038, 453, 489}","{Chicken (Deshi), Teer Soya Oil 2Lt(Bottle), Saad Testy Bit Salt-100gm, Chola Pulse-1kg}",Winter,1,0,0,Night,5,1,1,"[81.074651, -202.343494, 145.221931, -100.995772, 74.765717, 7.24785, 7.0894, -37.393673]","[31.814102, 0.080447, -1.508111, -0.657668, 0.138898, 0.33903, 0.311528, 0.13822]"
23530,02-01-25,"{Spices-Cooking, Fish-Fresh, Personal-Care-Sanitary, Spices-MeatSpecial, Snacks-General, Pantry-Rice}","{782, 14046, 30745, 762, 4846, 976, 890}","{Panch Foron-100g, Gulsha Fish(Small)-(HB), Senora Confidence-16Pads, Maggi Saad -E -Magic S Mix-48g, Sun Chips Garlic & Chili 38g, Lata Rice-KG, Radhuni Garam Masala-40gm}",Winter,1,0,0,Night,5,1,1,"[115.544556, -97.478205, 117.373334, -69.597482, 124.491119, -45.312665, -20.182197, -30.570839]","[30.44271, -1.072828, -0.039911, -0.19852, -0.541429, 1.322811, -0.271882, 0.006689]"
23436,03-01-25,"{Dairy-Milk, Pantry-Pulses, Bakery-Bread, Beverage-Hot}","{3831, 487, 27, 13654, 3182, 6814}","{Milk Vita Liquid Milk-1Ltr, Prince Dubli Pulse-1kg, Pran Toast-250g, Quality Premiun Paratha 10Pcs-650g, Starship Chocolate Milk-200ml, Horlicks Classic Malt-1Kg Jar}",Winter,1,1,0,Morning,1,1,1,"[247.557902, -240.385683, -83.469362, 41.326288, 41.957845, 22.811587, 24.127436, 4.580219]","[29.463933, 0.037174, -0.222851, 0.157506, 0.345238, -0.069893, -0.251501, -0.215505]"
23546,03-01-25,"{Protein-Egg, Dairy-Other, Clothing-Traditional, Clothing-Accessories}","{13352, 15275, 23117, 32269, 14034, 6838}","{Queens Egg Bread- 125g, Austrogram Cheese, One Man Punjabi -0521, Gopal Ind Like Me Bra S-38 (4/23), Omega 3 Enriched Egg-12pcs, Aarong Probiotic Yogurt-500gm}",Winter,1,1,0,Morning,1,1,1,"[303.035026, -97.57287, -68.372197, -25.706964, 40.731853, 97.506772, 43.22013, 102.537505]","[28.975101, -0.179449, -0.176076, -0.318435, -0.364401, 0.175755, 0.590429, 0.604897]"
23439,03-01-25,"{Dry-Fruits, Fruits-Fresh, Chocolates-Sweets, Clothing-Traditional, Personal-Care-Hair, Beverage-Water, Meat-Fresh}","{12963, 15266, 1374, 32190, 4355, 25486, 13802}","{White Kazu Badam-50g, Apple (Fuji), Nestle Kitkat Chocolate- 41.5g, Aradhya Punjabi-2610, H&S Shampoo+Con. Smooth&Silky 2in1-650ml, Aquafina Drinking Water- 500ml, Chicken (Deshi)}",Winter,1,1,0,Morning,1,1,1,"[203.585581, 36.353084, 62.307435, -31.127215, 20.126162, 22.217915, 39.855063, 32.7491]","[26.360689, 0.451224, -0.617601, 0.407406, 0.757525, 0.114037, 0.40347, -0.020065]"
23455,03-01-25,"{Meat-Fresh, Spices-Cooking, Beverage-Carbonated, Pantry-Rice, Pantry-Oils}","{15262, 704, 22237, 2030, 14978, 2038, 891, 13793}","{Cow Brain-K, Radhuni Spices Cumin-200gm, Coca Cola-600ml(Pet), Pran Aromatic Rice-2kg, Chicken (B-Skin Less), Teer Soya Oil 2Lt(Bottle), R.Spices(Turmaric)-100g, C.N Chicken Nuggets-250gm}",Winter,1,1,0,Morning,1,1,1,"[42.132323, -146.686723, 208.729174, -166.556041, 36.206243, 18.61887, -46.527294, -64.116807]","[32.90926, -1.144365, -0.346594, -0.43249, 0.390517, 0.140393, 0.602733, -0.068051]"
23457,03-01-25,"{Personal-Care-Cosmetics, Beverage-Carbonated, Clothing-Casual, Fish-Fresh, Pantry-Flour}","{16230, 22237, 31963, 14046, 17809}","{Polar Ice-Cream Kheer-1Ltr, Coca Cola-600ml(Pet), China Baby Frock -7808 (4/23), Gulsha Fish(Small)-(HB), Foster Clarks Corn Flour-200gm}",Winter,1,1,0,Afternoon,3,1,1,"[224.73236, -65.667915, 17.236865, -70.520448, -82.234268, -83.917709, 5.766985, -32.115393]","[28.996903, 0.545668, 0.726006, 0.050339, -0.300649, 0.106701, 0.288479, 0.160309]"
23552,03-01-25,"{Fish-Fresh, Meat-Fresh, Household-Laundry, Pantry-Rice, Dairy-Milk, Veg-Cooking}","{14046, 13793, 133, 952, 3809, 14975}","{Gulsha Fish(Small)-(HB), C.N Chicken Nuggets-250gm, Rin Advanced-500gm, Chashi Aroma.Chinigura Rice-2kg, Arla Dano Daily Pushti-500gm, Capsicum Yellow(kg)}",Winter,1,1,0,Afternoon,3,1,1,"[112.810808, -155.360239, 186.506718, -82.819388, 24.998662, -91.860935, 27.772316, 49.345767]","[31.133467, -0.638666, -0.492178, 0.871254, -0.13519, -0.161133, -0.026611, 0.268781]"
23524,03-01-25,"{Pantry-Flour, Veg-Cooking, Fish-Fresh, Personal-Care-Sanitary, Personal-Care-Bath}","{30627, 14969, 13922, 30745, 32467}","{Bashundhara Atta-2kg, Carrot (Deshi) kg, Rui Fish (S1)-(MNK), Senora Confidence-16Pads, Lifebuoy Hand Wash-200ml}",Winter,1,1,0,Afternoon,3,1,1,"[223.418684, -90.638561, 50.235689, -15.347721, -17.27477, -167.284117, -65.874023, 14.203501]","[29.157253, 0.279516, -0.142145, 0.029339, -0.76096, -0.216964, -0.446021, 0.02641]"
23565,03-01-25,"{Pantry-Oils, Fish-Fresh, Pantry-Rice, Pantry-Pulses}","{2043, 13922, 952, 32441, 2030, 488}","{Rupchanda Soyabean-5Ltr, Rui Fish (S1)-(MNK), Chashi Aroma.Chinigura Rice-2kg, Ela vista pomace olive oil 250 ml, Pran Aromatic Rice-2kg, Bacha Boot Pulse 1Kg}",Winter,1,1,0,Afternoon,3,1,1,"[129.059123, -173.745362, 157.676442, -34.646539, 53.303166, -62.771499, 10.524754, -55.593884]","[31.744715, -0.523491, 0.876643, 0.735521, -0.629003, 0.759752, 0.042759, 0.673438]"
23586,03-01-25,"{Meat-Fresh, Spices-Cooking, Fish-Fresh, Pantry-Pulses, Pantry-Rice}","{13986, 12834, 13930, 318, 13985, 13958, 708, 976}","{Cow Stomach-K, Prince Betel Spice 100gm, Poa Fish Small-(MNK), Musur Pulse Kangaroo -1Kg (sp), Cow Lever-K, Shrimp Fish Bagda, Radhuni Chatpati Masala 50Gm, Lata Rice-KG}",Winter,1,1,0,Afternoon,3,1,1,"[51.997645, -144.944424, 167.326326, -145.495413, 125.869893, -83.567537, 10.973006, -1.548244]","[32.398554, -0.72474, -0.720924, 0.131081, 0.467977, 1.139531, -0.228163, 0.687801]"
23471,03-01-25,"{Spices-Cooking, Household-Kitchen, Pantry-Oils, Veg-Cooking, Fish-Fresh, Pantry-Rice}","{878, 10415, 12625, 6848, 13930, 13921, 453, 2030, 14046}","{Radhuni Spices (Corinder)-100gm, Chaad Dish Washing Liq Lemon -500ml, Ramisa-Fried Chira Oil Pkt-200gm, Garlic China Big-(kg), Poa Fish Small-(MNK), Rui Fish-M-(MNK), Saad Testy Bit Salt-100gm, Pran Aromatic Rice-2kg, Gulsha Fish(Small)-(HB)}",Winter,1,1,0,Afternoon,3,1,1,"[92.722217, -171.090058, 173.122598, -95.982548, 58.6522, -87.344403, -55.098958, -21.781116]","[31.98105, -0.972654, 0.047424, -0.590707, -0.740501, 0.090519, 0.175216, 0.242022]"
23510,03-01-25,"{Pantry-Rice, Meat-Fresh, Beverage-Carbonated, Veg-Cooking, Pantry-Pulses, Pantry-Sweeteners, Desserts-Traditional}","{2030, 13986, 22259, 22241, 14958, 488, 4958, 445}","{Pran Aromatic Rice-2kg, Cow Stomach-K, Mirinda Orange- 600ml, Kinley Club Soda -600ml, Green Chilli(kg), Bacha Boot Pulse 1Kg, Teer Sugar-1Kg, Savory Haleem Mix-200gm}",Winter,1,1,0,Afternoon,3,1,1,"[154.608642, -63.607139, 141.143311, -75.076587, -28.182308, -46.295924, -28.214543, 0.888786]","[29.94987, -0.601318, -0.238747, 0.399356, 0.575388, -0.658488, 0.173674, 0.063191]"
23408,03-01-25,"{Instant-Food, Snacks-General, Clothing-Traditional}","{26766, 4845, 25811, 30982}","{Mr.Noodles Easy Masala-8pcs, Sun Chips Tomato Tango 38g, Miton Ezafa Sari- 0001, Motor Vaja-30g}",Winter,1,1,0,Evening,4,1,1,"[238.605519, -81.78647, 56.077321, -64.451228, -18.519108, 124.25487, 36.002675, 55.01157]","[28.609201, -0.201858, -0.504709, 0.309877, -0.896119, 1.03914, 0.067467, -0.997473]"
23562,03-01-25,"{Household-Tissue, Meat-Fresh, Snacks-General, Household-Cleaning, Dairy-Milk}","{24715, 13986, 12778, 2306, 3952}","{Bashun Paper Towel 1Ply- 250Pcs, Cow Stomach-K, Muslim Jhinuk-200g, Harpic Total Powder-400gm, Pran UHT Milk-200ml}",Winter,1,1,0,Evening,4,1,1,"[191.681474, -134.459164, 86.408895, -10.545393, 13.855822, -11.140199, 66.71182, -12.433807]","[29.062554, -0.075195, -1.085939, 0.943823, -0.254472, 0.313616, 0.478171, -0.478308]"
23380,03-01-25,"{Clothing-Traditional, Clothing-Accessories, Beverage-Juice, Other}","{25811, 31928, 2915, 545}","{Miton Ezafa Sari- 0001, Chowa Gamsa-521, P.Drinko Float Lichi Drink-250ml, Golden Raisin (Kismis)-200gm}",Winter,1,1,0,Evening,4,1,1,"[228.39223, -13.585161, 11.375293, -109.418707, -9.929153, 125.663844, 78.15137, 32.214481]","[27.645223, 0.198493, 0.169654, -0.340117, 0.299672, -0.462077, -0.432275, 0.684266]"
23559,03-01-25,"{Dairy-Milk, Beverage-Hot, Pantry-Rice, Dairy-Other}","{3185, 26701, 952, 6838, 2030, 26888}","{Marks Milk Shake AS-125, Nescafe Classic Jar-25gm, Chashi Aroma.Chinigura Rice-2kg, Aarong Probiotic Yogurt-500gm, Pran Aromatic Rice-2kg, Nescafe Classic Jar-50g}",Winter,1,1,0,Evening,4,1,1,"[190.078458, -177.126018, 7.119854, -36.873135, 75.591668, -33.003884, 20.965735, 18.660046]","[31.001216, -1.717592, 0.449059, 0.362382, -0.053485, 0.331604, 0.954773, 0.432433]"
23401,03-01-25,"{Pantry-Oils, Instant-Food, Meat-Processed, Dairy-Milk, Snacks-General, Spices-MeatSpecial, Clothing-Casual, Pantry-Flour}","{2038, 26627, 13647, 3182, 7516, 762, 32223, 26634, 30982, 30789}","{Teer Soya Oil 2Lt(Bottle), Sajeeb Noodles-180g (TS), Chicken Spring Roll - 250gm, Starship Chocolate Milk-200ml, Belleame Digestive Biscuit- 135g, Maggi Saad -E -Magic S Mix-48g, Anita Ind ONN Vest- NF 221(4/23), Prince Egg Noodles 300gm, Motor Vaja-30g, Teer Suji 500gm}",Winter,1,1,0,Evening,4,1,1,"[231.940408, -89.259636, 44.698218, 8.087737, -6.568048, 12.16912, 21.087556, -22.75125]","[27.645481, 0.054421, 0.06248, 0.238409, -0.454662, 0.280695, 0.430841, -0.556525]"
4959,03-01-25,"{Pantry-Rice, Pantry-Oils, Dairy-Other, Meat-Processed, Snacks-General, Pantry-Grains}","{952, 32441, 15275, 4861, 7510, 7516, 12822}","{Chashi Aroma.Chinigura Rice-2kg, Ela vista pomace olive oil 250 ml, Austrogram Cheese, Kurkure Style Spicy Chicken-80gm, Bisk Club Potata Biscuit- 100g, Belleame Digestive Biscuit- 135g, Barley For Eating-400gm}",Winter,1,1,0,Evening,4,1,1,"[182.202641, -78.957104, 126.55086, 3.128433, 49.130848, 25.585133, 4.409295, -67.160728]","[29.215609, -0.981507, 0.218421, 0.457074, -0.783864, 0.391498, 0.399244, -0.253757]"
23428,03-01-25,"{Pantry-Rice, Pantry-Oils, Snacks-General, Clothing-Casual, Fish-Fresh, Veg-Cooking}","{976, 32441, 7514, 2043, 32223, 13930, 14983}","{Lata Rice-KG, Ela vista pomace olive oil 250 ml, Belleame Cremo Biscuit- 90g, Rupchanda Soyabean-5Ltr, Anita Ind ONN Vest- NF 221(4/23), Poa Fish Small-(MNK), Cauliflower(B)-Pc}",Winter,1,1,0,Evening,4,1,1,"[142.397101, -201.606168, 167.815427, -42.972151, 11.251512, -70.421653, 10.721423, -27.308418]","[31.781089, -0.804477, 0.004405, 0.419849, -1.005584, 0.188835, 0.162504, -0.431068]"
23581,03-01-25,"{Snacks-General, Chocolates-Sweets, Pantry-Pulses, Beverage-Carbonated, Pantry-Oils, Beverage-Juice, Fruits-Fresh, Protein-Egg}","{7514, 1201, 318, 22260, 2038, 3191, 14984, 14034}","{Belleame Cremo Biscuit- 90g, Fruits Skittles Cho -45g, Musur Pulse Kangaroo -1Kg (sp), Pepsi (Diet) 600ml, Teer Soya Oil 2Lt(Bottle), Frooto Mango Juice-500ml, Lemon Elachi-Pc, Omega 3 Enriched Egg-12pcs}",Winter,1,1,0,Evening,4,1,1,"[211.65556, -177.528872, 33.546208, 31.24434, -6.684984, 75.246314, -2.551607, -71.986399]","[29.445341, 0.171694, 0.112612, -0.149247, -0.29912, -0.278707, -0.054527, 0.004771]"
23582,03-01-25,"{Beverage-Juice, Clothing-Accessories, Fish-Fresh, Fruits-Fresh, Meat-Fresh, Beverage-Carbonated}","{2915, 31928, 14046, 15263, 13985, 22235}","{P.Drinko Float Lichi Drink-250ml, Chowa Gamsa-521, Gulsha Fish(Small)-(HB), Malta (Yellow)-kg, Cow Lever-K, Coca Cola-2.25Lt(Pet)}",Winter,1,1,0,Night,5,1,1,"[146.185026, -125.433149, 137.376006, -77.156036, -55.291252, 28.163044, 32.862421, 11.270818]","[29.872557, 0.617698, -0.21922, 0.228353, 0.168605, -0.182488, -0.325547, 0.98983]"
