customerId,purchaseDate,categorySet,itemIdSet,itemNameSet,season,seasonLabel,isHoliday,isFestival,timeSlot,timeSlotLabel,monthPartLabel,weekOfMonth,basket_category_embedding
23455,03-01-25,"{Meat-Fresh, Spices-Cooking, Beverage-Carbonated, Pantry-Rice, Pantry-Oils}","{15262, 704, 22237, 2030, 14978, 2038, 891, 13793}","{Cow Brain-K, Radhuni Spices Cumin-200gm, Coca Cola-600ml(Pet), Pran Aromatic Rice-2kg, Chicken (B-Skin Less), Teer Soya Oil 2Lt(Bottle), R.Spices(Turmaric)-100g, C.N Chicken Nuggets-250gm}",Winter,1,1,0,Morning,1,1,1,"[32.90926, -1.144365, -0.346594, -0.43249, 0.390517, 0.140393, 0.602733, -0.068051]"
23457,03-01-25,"{Personal-Care-Cosmetics, Beverage-Carbonated, Clothing-Casual, Fish-Fresh, Pantry-Flour}","{16230, 22237, 31963, 14046, 17809}","{Polar Ice-Cream Kheer-1Ltr, Coca Cola-600ml(Pet), China Baby Frock -7808 (4/23), Gulsha Fish(Small)-(HB), Foster Clarks Corn Flour-200gm}",Winter,1,1,0,Afternoon,3,1,1,"[28.996903, 0.545668, 0.726006, 0.050339, -0.300649, 0.106701, 0.288479, 0.160309]"
23552,03-01-25,"{Fish-Fresh, Meat-Fresh, Household-Laundry, Pantry-Rice, Dairy-Milk, Veg-Cooking}","{14046, 13793, 133, 952, 3809, 14975}","{Gulsha Fish(Small)-(HB), C.N Chicken Nuggets-250gm, Rin Advanced-500gm, Chashi Aroma.Chinigura Rice-2kg, Arla Dano Daily Pushti-500gm, Capsicum Yellow(kg)}",Winter,1,1,0,Afternoon,3,1,1,"[31.133467, -0.638666, -0.492178, 0.871254, -0.13519, -0.161133, -0.026611, 0.268781]"
23524,03-01-25,"{Pantry-Flour, Veg-Cooking, Fish-Fresh, Personal-Care-Sanitary, Personal-Care-Bath}","{30627, 14969, 13922, 30745, 32467}","{Bashundhara Atta-2kg, Carrot (Deshi) kg, Rui Fish (S1)-(MNK), Senora Confidence-16Pads, Lifebuoy Hand Wash-200ml}",Winter,1,1,0,Afternoon,3,1,1,"[29.157253, 0.279516, -0.142145, 0.029339, -0.76096, -0.216964, -0.446021, 0.02641]"
23565,03-01-25,"{Pantry-Oils, Fish-Fresh, Pantry-Rice, Pantry-Pulses}","{2043, 13922, 952, 32441, 2030, 488}","{Rupchanda Soyabean-5Ltr, Rui Fish (S1)-(MNK), Chashi Aroma.Chinigura Rice-2kg, Ela vista pomace olive oil 250 ml, Pran Aromatic Rice-2kg, Bacha Boot Pulse 1Kg}",Winter,1,1,0,Afternoon,3,1,1,"[31.744715, -0.523491, 0.876643, 0.735521, -0.629003, 0.759752, 0.042759, 0.673438]"
23586,03-01-25,"{Meat-Fresh, Spices-Cooking, Fish-Fresh, Pantry-Pulses, Pantry-Rice}","{13986, 12834, 13930, 318, 13985, 13958, 708, 976}","{Cow Stomach-K, Prince Betel Spice 100gm, Poa Fish Small-(MNK), Musur Pulse Kangaroo -1Kg (sp), Cow Lever-K, Shrimp Fish Bagda, Radhuni Chatpati Masala 50Gm, Lata Rice-KG}",Winter,1,1,0,Afternoon,3,1,1,"[32.398554, -0.72474, -0.720924, 0.131081, 0.467977, 1.139531, -0.228163, 0.687801]"
23471,03-01-25,"{Spices-Cooking, Household-Kitchen, Pantry-Oils, Veg-Cooking, Fish-Fresh, Pantry-Rice}","{878, 10415, 12625, 6848, 13930, 13921, 453, 2030, 14046}","{Radhuni Spices (Corinder)-100gm, Chaad Dish Washing Liq Lemon -500ml, Ramisa-Fried Chira Oil Pkt-200gm, Garlic China Big-(kg), Poa Fish Small-(MNK), Rui Fish-M-(MNK), Saad Testy Bit Salt-100gm, Pran Aromatic Rice-2kg, Gulsha Fish(Small)-(HB)}",Winter,1,1,0,Afternoon,3,1,1,"[31.98105, -0.972654, 0.047424, -0.590707, -0.740501, 0.090519, 0.175216, 0.242022]"
23510,03-01-25,"{Pantry-Rice, Meat-Fresh, Beverage-Carbonated, Veg-Cooking, Pantry-Pulses, Pantry-Sweeteners, Desserts-Traditional}","{2030, 13986, 22259, 22241, 14958, 488, 4958, 445}","{Pran Aromatic Rice-2kg, Cow Stomach-K, Mirinda Orange- 600ml, Kinley Club Soda -600ml, Green Chilli(kg), Bacha Boot Pulse 1Kg, Teer Sugar-1Kg, Savory Haleem Mix-200gm}",Winter,1,1,0,Afternoon,3,1,1,"[29.94987, -0.601318, -0.238747, 0.399356, 0.575388, -0.658488, 0.173674, 0.063191]"
23408,03-01-25,"{Instant-Food, Snacks-General, Clothing-Traditional}","{26766, 4845, 25811, 30982}","{Mr.Noodles Easy Masala-8pcs, Sun Chips Tomato Tango 38g, Miton Ezafa Sari- 0001, Motor Vaja-30g}",Winter,1,1,0,Evening,4,1,1,"[28.609201, -0.201858, -0.504709, 0.309877, -0.896119, 1.03914, 0.067467, -0.997473]"
23562,03-01-25,"{Household-Tissue, Meat-Fresh, Snacks-General, Household-Cleaning, Dairy-Milk}","{24715, 13986, 12778, 2306, 3952}","{Bashun Paper Towel 1Ply- 250Pcs, Cow Stomach-K, Muslim Jhinuk-200g, Harpic Total Powder-400gm, Pran UHT Milk-200ml}",Winter,1,1,0,Evening,4,1,1,"[29.062554, -0.075195, -1.085939, 0.943823, -0.254472, 0.313616, 0.478171, -0.478308]"
23380,03-01-25,"{Clothing-Traditional, Clothing-Accessories, Beverage-Juice, Other}","{25811, 31928, 2915, 545}","{Miton Ezafa Sari- 0001, Chowa Gamsa-521, P.Drinko Float Lichi Drink-250ml, Golden Raisin (Kismis)-200gm}",Winter,1,1,0,Evening,4,1,1,"[27.645223, 0.198493, 0.169654, -0.340117, 0.299672, -0.462077, -0.432275, 0.684266]"
23559,03-01-25,"{Dairy-Milk, Beverage-Hot, Pantry-Rice, Dairy-Other}","{3185, 26701, 952, 6838, 2030, 26888}","{Marks Milk Shake AS-125, Nescafe Classic Jar-25gm, Chashi Aroma.Chinigura Rice-2kg, Aarong Probiotic Yogurt-500gm, Pran Aromatic Rice-2kg, Nescafe Classic Jar-50g}",Winter,1,1,0,Evening,4,1,1,"[31.001216, -1.717592, 0.449059, 0.362382, -0.053485, 0.331604, 0.954773, 0.432433]"
23401,03-01-25,"{Pantry-Oils, Instant-Food, Meat-Processed, Dairy-Milk, Snacks-General, Spices-MeatSpecial, Clothing-Casual, Pantry-Flour}","{2038, 26627, 13647, 3182, 7516, 762, 32223, 26634, 30982, 30789}","{Teer Soya Oil 2Lt(Bottle), Sajeeb Noodles-180g (TS), Chicken Spring Roll - 250gm, Starship Chocolate Milk-200ml, Belleame Digestive Biscuit- 135g, Maggi Saad -E -Magic S Mix-48g, Anita Ind ONN Vest- NF 221(4/23), Prince Egg Noodles 300gm, Motor Vaja-30g, Teer Suji 500gm}",Winter,1,1,0,Evening,4,1,1,"[27.645481, 0.054421, 0.06248, 0.238409, -0.454662, 0.280695, 0.430841, -0.556525]"
4959,03-01-25,"{Pantry-Rice, Pantry-Oils, Dairy-Other, Meat-Processed, Snacks-General, Pantry-Grains}","{952, 32441, 15275, 4861, 7510, 7516, 12822}","{Chashi Aroma.Chinigura Rice-2kg, Ela vista pomace olive oil 250 ml, Austrogram Cheese, Kurkure Style Spicy Chicken-80gm, Bisk Club Potata Biscuit- 100g, Belleame Digestive Biscuit- 135g, Barley For Eating-400gm}",Winter,1,1,0,Evening,4,1,1,"[29.215609, -0.981507, 0.218421, 0.457074, -0.783864, 0.391498, 0.399244, -0.253757]"
23428,03-01-25,"{Pantry-Rice, Pantry-Oils, Snacks-General, Clothing-Casual, Fish-Fresh, Veg-Cooking}","{976, 32441, 7514, 2043, 32223, 13930, 14983}","{Lata Rice-KG, Ela vista pomace olive oil 250 ml, Belleame Cremo Biscuit- 90g, Rupchanda Soyabean-5Ltr, Anita Ind ONN Vest- NF 221(4/23), Poa Fish Small-(MNK), Cauliflower(B)-Pc}",Winter,1,1,0,Evening,4,1,1,"[31.781089, -0.804477, 0.004405, 0.419849, -1.005584, 0.188835, 0.162504, -0.431068]"
23581,03-01-25,"{Snacks-General, Chocolates-Sweets, Pantry-Pulses, Beverage-Carbonated, Pantry-Oils, Beverage-Juice, Fruits-Fresh, Protein-Egg}","{7514, 1201, 318, 22260, 2038, 3191, 14984, 14034}","{Belleame Cremo Biscuit- 90g, Fruits Skittles Cho -45g, Musur Pulse Kangaroo -1Kg (sp), Pepsi (Diet) 600ml, Teer Soya Oil 2Lt(Bottle), Frooto Mango Juice-500ml, Lemon Elachi-Pc, Omega 3 Enriched Egg-12pcs}",Winter,1,1,0,Evening,4,1,1,"[29.445341, 0.171694, 0.112612, -0.149247, -0.29912, -0.278707, -0.054527, 0.004771]"
23582,03-01-25,"{Beverage-Juice, Clothing-Accessories, Fish-Fresh, Fruits-Fresh, Meat-Fresh, Beverage-Carbonated}","{2915, 31928, 14046, 15263, 13985, 22235}","{P.Drinko Float Lichi Drink-250ml, Chowa Gamsa-521, Gulsha Fish(Small)-(HB), Malta (Yellow)-kg, Cow Lever-K, Coca Cola-2.25Lt(Pet)}",Winter,1,1,0,Night,5,1,1,"[29.872557, 0.617698, -0.21922, 0.228353, 0.168605, -0.182488, -0.325547, 0.98983]"
23458,03-01-25,"{Desserts-Traditional, Meat-Fresh, Spices-Cooking}","{12637, 15262, 332, 13988, 878}","{Ramisa-Nakshi Pitha Box-4 Pcs, Cow Brain-K, ACI Pure Salt-1Kg, Beef Bone Full, Radhuni Spices (Corinder)-100gm}",Winter,1,1,0,Night,5,1,1,"[30.649741, -0.292376, -2.249952, -0.903076, 0.854458, 0.747118, 0.37479, 0.285763]"
23560,03-01-25,"{Pantry-DryFood, Pantry-Sweeteners, Snacks-General, Beverage-Juice, Spices-Cooking}","{31328, 4958, 15180, 13620, 42961, 453, 878}","{Prince Lacha Samai-200g(Pkt), Teer Sugar-1Kg, Akher Sugar -1kg, AG Vegetable Spring Roll-400g, Dolphin Nata de Coco Drink (All)-270gm, Saad Testy Bit Salt-100gm, Radhuni Spices (Corinder)-100gm}",Winter,1,1,0,Night,5,1,1,"[29.892705, -0.301136, -0.363002, -0.896007, -0.414953, 0.486486, -0.732356, -0.429417]"
23422,03-01-25,"{Pantry-Rice, Veg-Cooking, Pantry-Oils, Personal-Care-Bath, Clothing-Traditional, Personal-Care-Hair, Clothing-Accessories, Fish-Fresh}","{952, 14964, 2038, 2030, 32441, 4534, 25811, 4355, 31928, 13958}","{Chashi Aroma.Chinigura Rice-2kg, Green Papaya(kg), Teer Soya Oil 2Lt(Bottle), Pran Aromatic Rice-2kg, Ela vista pomace olive oil 250 ml, Lux Jasmine & Vitamin E Soap-150g, Miton Ezafa Sari- 0001, H&S Shampoo+Con. Smooth&Silky 2in1-650ml, Chowa Gamsa-521, Shrimp Fish Bagda}",Winter,1,1,0,Night,5,1,1,"[29.952002, -0.369298, 0.251787, 0.098324, -0.51273, -0.01224, 0.024716, 0.086807]"
23477,03-01-25,"{Snacks-General, Beverage-Carbonated, Fish-Fresh, Beverage-Juice, Pantry-Rice, Clothing-Traditional, Personal-Care-Cosmetics}","{13620, 22234, 13930, 3191, 2030, 25811, 109}","{AG Vegetable Spring Roll-400g, Sprite-1.25 Lt(Pet), Poa Fish Small-(MNK), Frooto Mango Juice-500ml, Pran Aromatic Rice-2kg, Miton Ezafa Sari- 0001, Wheel 2in1 Clean & Fresh Powder-1Kg}",Winter,1,1,0,Night,5,1,1,"[30.760265, -0.566697, 0.602978, 0.30827, -0.499915, 0.281289, -0.250226, 0.147776]"
23572,03-01-25,"{Desserts-Traditional, Beverage-Carbonated, Snacks-General, Meat-Fresh, Veg-Cooking, Dairy-Milk, Fish-Fresh}","{445, 22237, 12778, 13802, 14821, 3809, 13846, 22260, 13917}","{Savory Haleem Mix-200gm, Coca Cola-600ml(Pet), Muslim Jhinuk-200g, Chicken (Deshi), Green Pumpkin-pc, Arla Dano Daily Pushti-500gm, Beef Samusa, Pepsi (Diet) 600ml, Rui Fish (XL)-(HB)}",Winter,1,1,0,Night,5,1,1,"[30.791307, 0.086817, -0.745451, 0.427805, -0.650304, -0.194997, 0.35938, -0.243803]"
23407,04-01-25,"{Instant-Food, Fish-Fresh, Snacks-General, Veg-Cooking, Bakery-Bread}","{26536, 13922, 13846, 15104, 13654, 14045, 6857}","{Knorr Soup-24gm, Rui Fish (S1)-(MNK), Beef Samusa, Bomby Chilli-5Pcs, Quality Premiun Paratha 10Pcs-650g, Pabda Fish (Big), Potato Deshi New-1kg}",Winter,1,1,0,Morning,1,1,1,"[30.794462, -0.046335, -0.780936, 0.227807, -1.180029, 0.15524, -0.954492, -0.30482]"
23471,04-01-25,"{Spices-Cooking, Household-Kitchen, Pantry-Oils, Veg-Cooking, Fish-Fresh, Pantry-Rice}","{878, 10415, 12625, 6848, 13930, 13921, 453, 2030, 14046}","{Radhuni Spices (Corinder)-100gm, Chaad Dish Washing Liq Lemon -500ml, Ramisa-Fried Chira Oil Pkt-200gm, Garlic China Big-(kg), Poa Fish Small-(MNK), Rui Fish-M-(MNK), Saad Testy Bit Salt-100gm, Pran Aromatic Rice-2kg, Gulsha Fish(Small)-(HB)}",Winter,1,1,0,Morning,1,1,1,"[31.98105, -0.972654, 0.047424, -0.590707, -0.740501, 0.090519, 0.175216, 0.242022]"
23509,04-01-25,"{Beverage-Hot, Other, Personal-Care-Hair, Personal-Care-Sanitary}","{6814, 545, 4265, 30743}","{Horlicks Classic Malt-1Kg Jar, Golden Raisin (Kismis)-200gm, Treseme C. Smooth Shampoo -340ml, Senora S.Nap Eco(Belt)-15s Pad}",Winter,1,1,0,Morning,1,1,1,"[26.649572, 0.105994, 0.104701, -0.081502, 0.125323, -0.030274, -0.117186, 0.059748]"
